USAF,WBAN_x,YEARMODA,TEMP,DEWP,WDSP,MAX,MIN,YEAR,MONTH,DAY,WBAN_y,CTRY,LAT,LON,ELEV(M),LBL
723555,93940.0,2011-12-31,44.0,33.1,3.3,71.6,28.4,2011.0,12.0,31.0,93940,US,34.3,-97.017,221.0,"ARDMORE MUNICIPAL AIRPORT, OK, US<br>Elevation: 221.0 m"
723555,93940.0,2012-12-31,36.4,35.8,4.1,41.0,35.6,2012.0,12.0,31.0,93940,US,34.3,-97.017,221.0,"ARDMORE MUNICIPAL AIRPORT, OK, US<br>Elevation: 221.0 m"
723555,93940.0,2013-12-31,32.4,23.1,2.3,55.4,17.6,2013.0,12.0,31.0,93940,US,34.3,-97.017,221.0,"ARDMORE MUNICIPAL AIRPORT, OK, US<br>Elevation: 221.0 m"
723555,93940.0,2014-12-31,28.6,21.0,9.3,32.0,24.8,2014.0,12.0,31.0,93940,US,34.3,-97.017,221.0,"ARDMORE MUNICIPAL AIRPORT, OK, US<br>Elevation: 221.0 m"
723555,93940.0,2015-12-31,38.8,32.6,4.0,48.7,30.9,2015.0,12.0,31.0,93940,US,34.3,-97.017,221.0,"ARDMORE MUNICIPAL AIRPORT, OK, US<br>Elevation: 221.0 m"
723555,93940.0,2016-12-31,52.5,31.9,7.8,64.4,46.4,2016.0,12.0,31.0,93940,US,34.3,-97.017,221.0,"ARDMORE MUNICIPAL AIRPORT, OK, US<br>Elevation: 221.0 m"
723555,93940.0,2017-12-31,24.9,18.4,9.8,28.2,21.2,2017.0,12.0,31.0,93940,US,34.3,-97.017,221.0,"ARDMORE MUNICIPAL AIRPORT, OK, US<br>Elevation: 221.0 m"
723555,93940.0,2018-12-31,43.0,37.9,4.9,57.2,37.4,2018.0,12.0,31.0,93940,US,34.3,-97.017,221.0,"ARDMORE MUNICIPAL AIRPORT, OK, US<br>Elevation: 221.0 m"
723408,13814.0,2010-12-30,54.0,49.6,12.4,57.2,51.8,2010.0,12.0,30.0,13814,US,35.967,-89.95,77.4,"ARKANSAS INTERNATIONAL AIRPORT, AR, US<br>Elevation: 77.4 m"
723408,13814.0,2011-12-30,52.2,47.1,14.0,55.4,50.0,2011.0,12.0,30.0,13814,US,35.967,-89.95,77.4,"ARKANSAS INTERNATIONAL AIRPORT, AR, US<br>Elevation: 77.4 m"
723408,13814.0,2012-12-28,36.5,33.8,3.5,37.4,35.6,2012.0,12.0,28.0,13814,US,35.967,-89.95,77.4,"ARKANSAS INTERNATIONAL AIRPORT, AR, US<br>Elevation: 77.4 m"
723408,13814.0,2013-12-31,32.5,25.7,3.8,39.2,26.6,2013.0,12.0,31.0,13814,US,35.967,-89.95,77.4,"ARKANSAS INTERNATIONAL AIRPORT, AR, US<br>Elevation: 77.4 m"
723408,13814.0,2014-12-31,29.3,16.2,8.0,32.0,26.6,2014.0,12.0,31.0,13814,US,35.967,-89.95,77.4,"ARKANSAS INTERNATIONAL AIRPORT, AR, US<br>Elevation: 77.4 m"
723408,13814.0,2015-12-23,66.2,61.9,14.1,69.8,64.4,2015.0,12.0,23.0,13814,US,35.967,-89.95,77.4,"ARKANSAS INTERNATIONAL AIRPORT, AR, US<br>Elevation: 77.4 m"
723408,13814.0,2016-12-30,45.7,23.4,7.4,51.8,37.4,2016.0,12.0,30.0,13814,US,35.967,-89.95,77.4,"ARKANSAS INTERNATIONAL AIRPORT, AR, US<br>Elevation: 77.4 m"
723408,13814.0,2017-12-21,51.8,50.5,7.2,55.4,48.2,2017.0,12.0,21.0,13814,US,35.967,-89.95,77.4,"ARKANSAS INTERNATIONAL AIRPORT, AR, US<br>Elevation: 77.4 m"
723408,13814.0,2018-12-31,61.5,59.0,15.8,68.0,57.2,2018.0,12.0,31.0,13814,US,35.967,-89.95,77.4,"ARKANSAS INTERNATIONAL AIRPORT, AR, US<br>Elevation: 77.4 m"
723165,63821.0,2010-12-31,39.9,28.1,1.6,59.0,26.6,2010.0,12.0,31.0,63821,US,36.223,-81.098,396.2,"WILKES COUNTY AIRPORT, NC, US<br>Elevation: 396.2 m"
723165,63821.0,2011-12-31,53.2,40.8,999.9,60.8,46.4,2011.0,12.0,31.0,63821,US,36.223,-81.098,396.2,"WILKES COUNTY AIRPORT, NC, US<br>Elevation: 396.2 m"
723165,63821.0,2012-12-31,33.0,21.7,0.9,44.6,24.8,2012.0,12.0,31.0,63821,US,36.223,-81.098,396.2,"WILKES COUNTY AIRPORT, NC, US<br>Elevation: 396.2 m"
723165,63821.0,2013-12-31,38.5,25.8,2.6,44.6,30.2,2013.0,12.0,31.0,63821,US,36.223,-81.098,396.2,"WILKES COUNTY AIRPORT, NC, US<br>Elevation: 396.2 m"
723165,63821.0,2014-12-31,31.7,27.3,0.7,41.0,26.6,2014.0,12.0,31.0,63821,US,36.223,-81.098,396.2,"WILKES COUNTY AIRPORT, NC, US<br>Elevation: 396.2 m"
723165,63821.0,2015-12-31,55.0,52.6,0.2,60.8,50.0,2015.0,12.0,31.0,63821,US,36.223,-81.098,396.2,"WILKES COUNTY AIRPORT, NC, US<br>Elevation: 396.2 m"
723165,63821.0,2016-12-31,31.4,19.2,1.7,41.0,21.2,2016.0,12.0,31.0,63821,US,36.223,-81.098,396.2,"WILKES COUNTY AIRPORT, NC, US<br>Elevation: 396.2 m"
723165,63821.0,2017-12-31,26.3,11.4,5.4,33.8,21.2,2017.0,12.0,31.0,63821,US,36.223,-81.098,396.2,"WILKES COUNTY AIRPORT, NC, US<br>Elevation: 396.2 m"
723165,63821.0,2018-12-31,45.6,45.5,0.8,50.0,41.0,2018.0,12.0,31.0,63821,US,36.223,-81.098,396.2,"WILKES COUNTY AIRPORT, NC, US<br>Elevation: 396.2 m"
723110,13873.0,2010-12-31,48.9,32.4,5.1,63.0,31.1,2010.0,12.0,31.0,13873,US,33.948,-83.328,239.3,"ATHENS/BEN EPPS AIRPORT, GA, US<br>Elevation: 239.3 m"
723110,13873.0,2011-12-31,54.3,41.5,5.0,64.9,32.0,2011.0,12.0,31.0,13873,US,33.948,-83.328,239.3,"ATHENS/BEN EPPS AIRPORT, GA, US<br>Elevation: 239.3 m"
723110,13873.0,2012-12-31,38.5,25.1,1.9,55.0,26.1,2012.0,12.0,31.0,13873,US,33.948,-83.328,239.3,"ATHENS/BEN EPPS AIRPORT, GA, US<br>Elevation: 239.3 m"
723110,13873.0,2013-12-31,44.1,32.4,5.1,53.1,37.9,2013.0,12.0,31.0,13873,US,33.948,-83.328,239.3,"ATHENS/BEN EPPS AIRPORT, GA, US<br>Elevation: 239.3 m"
723110,13873.0,2014-12-31,42.5,35.2,3.8,53.1,32.0,2014.0,12.0,31.0,13873,US,33.948,-83.328,239.3,"ATHENS/BEN EPPS AIRPORT, GA, US<br>Elevation: 239.3 m"
723110,13873.0,2015-12-31,60.0,59.0,3.1,64.9,57.0,2015.0,12.0,31.0,13873,US,33.948,-83.328,239.3,"ATHENS/BEN EPPS AIRPORT, GA, US<br>Elevation: 239.3 m"
723110,13873.0,2016-12-31,38.5,21.8,2.0,52.0,28.9,2016.0,12.0,31.0,13873,US,33.948,-83.328,239.3,"ATHENS/BEN EPPS AIRPORT, GA, US<br>Elevation: 239.3 m"
723110,13873.0,2017-12-31,36.0,26.6,4.1,55.0,25.0,2017.0,12.0,31.0,13873,US,33.948,-83.328,239.3,"ATHENS/BEN EPPS AIRPORT, GA, US<br>Elevation: 239.3 m"
723110,13873.0,2018-12-31,55.8,54.6,3.8,66.2,53.1,2018.0,12.0,31.0,13873,US,33.948,-83.328,239.3,"ATHENS/BEN EPPS AIRPORT, GA, US<br>Elevation: 239.3 m"
722909,93115.0,2010-12-31,37.7,34.8,6.0,56.3,9999.9,2010.0,12.0,31.0,93115,US,32.567,-117.117,7.3,"NAVAL AUXILIARY LANDING FD, CA, US<br>Elevation: 7.3 m"
722909,93115.0,2011-12-31,54.7,48.5,2.9,66.9,45.0,2011.0,12.0,31.0,93115,US,32.567,-117.117,7.3,"NAVAL AUXILIARY LANDING FD, CA, US<br>Elevation: 7.3 m"
722909,93115.0,2012-12-31,47.1,39.8,4.9,55.9,39.9,2012.0,12.0,31.0,93115,US,32.567,-117.117,7.3,"NAVAL AUXILIARY LANDING FD, CA, US<br>Elevation: 7.3 m"
722909,93115.0,2013-12-31,54.2,34.2,5.0,73.9,37.0,2013.0,12.0,31.0,93115,US,32.567,-117.117,7.3,"NAVAL AUXILIARY LANDING FD, CA, US<br>Elevation: 7.3 m"
722909,93115.0,2014-12-31,51.5,38.8,10.4,62.1,44.1,2014.0,12.0,31.0,93115,US,32.567,-117.117,7.3,"NAVAL AUXILIARY LANDING FD, CA, US<br>Elevation: 7.3 m"
722909,93115.0,2015-12-31,52.8,36.4,7.0,64.9,42.1,2015.0,12.0,31.0,93115,US,32.567,-117.117,7.3,"NAVAL AUXILIARY LANDING FD, CA, US<br>Elevation: 7.3 m"
722909,93115.0,2016-12-31,59.2,53.1,5.1,63.0,50.0,2016.0,12.0,31.0,93115,US,32.567,-117.117,7.3,"NAVAL AUXILIARY LANDING FD, CA, US<br>Elevation: 7.3 m"
722909,93115.0,2017-12-31,55.0,49.7,4.6,75.0,39.9,2017.0,12.0,31.0,93115,US,32.567,-117.117,7.3,"NAVAL AUXILIARY LANDING FD, CA, US<br>Elevation: 7.3 m"
722909,93115.0,2018-12-31,58.0,48.6,9.5,62.1,43.0,2018.0,12.0,31.0,93115,US,32.567,-117.117,7.3,"NAVAL AUXILIARY LANDING FD, CA, US<br>Elevation: 7.3 m"
722821,53988.0,2010-12-31,70.4,65.9,5.1,73.9,66.0,2010.0,12.0,31.0,53988,US,31.022,-92.911,94.5,"FULLERTON LANDING STRIP, LA, US<br>Elevation: 94.5 m"
722821,53988.0,2011-12-31,54.3,49.6,0.7,68.0,41.0,2011.0,12.0,31.0,53988,US,31.022,-92.911,94.5,"FULLERTON LANDING STRIP, LA, US<br>Elevation: 94.5 m"
722821,53988.0,2012-12-31,48.3,38.2,2.0,59.0,39.0,2012.0,12.0,31.0,53988,US,31.022,-92.911,94.5,"FULLERTON LANDING STRIP, LA, US<br>Elevation: 94.5 m"
722821,53988.0,2013-12-31,42.4,34.7,1.3,48.0,39.0,2013.0,12.0,31.0,53988,US,31.022,-92.911,94.5,"FULLERTON LANDING STRIP, LA, US<br>Elevation: 94.5 m"
722821,53988.0,2015-12-31,49.2,39.4,5.0,55.0,42.1,2015.0,12.0,31.0,53988,US,31.022,-92.911,94.5,"FULLERTON LANDING STRIP, LA, US<br>Elevation: 94.5 m"
722821,53988.0,2016-12-31,51.8,44.4,1.7,64.4,46.9,2016.0,12.0,31.0,53988,US,31.022,-92.911,94.5,"FULLERTON LANDING STRIP, LA, US<br>Elevation: 94.5 m"
722821,53988.0,2017-12-20,70.5,68.8,3.2,71.1,70.0,2017.0,12.0,20.0,53988,US,31.022,-92.911,94.5,"FULLERTON LANDING STRIP, LA, US<br>Elevation: 94.5 m"
722821,53988.0,2018-12-31,57.8,57.0,2.3,71.1,48.9,2018.0,12.0,31.0,53988,US,31.022,-92.911,94.5,"FULLERTON LANDING STRIP, LA, US<br>Elevation: 94.5 m"
722688,93034.0,2010-12-31,36.0,2.4,9.8,41.0,30.2,2010.0,12.0,31.0,93034,US,32.693,-103.213,1114.0,"LEA COUNTY REGIONAL AIRPORT, NM, US<br>Elevation: 1114.0 m"
722688,93034.0,2011-12-31,56.9,30.8,9.0,71.6,35.6,2011.0,12.0,31.0,93034,US,32.693,-103.213,1114.0,"LEA COUNTY REGIONAL AIRPORT, NM, US<br>Elevation: 1114.0 m"
722688,93034.0,2012-12-31,39.4,28.7,11.4,50.0,32.0,2012.0,12.0,31.0,93034,US,32.693,-103.213,1114.0,"LEA COUNTY REGIONAL AIRPORT, NM, US<br>Elevation: 1114.0 m"
722688,93034.0,2013-12-31,38.0,20.0,5.6,57.2,21.2,2013.0,12.0,31.0,93034,US,32.693,-103.213,1114.0,"LEA COUNTY REGIONAL AIRPORT, NM, US<br>Elevation: 1114.0 m"
722688,93034.0,2014-12-31,14.7,14.4,5.2,19.4,10.4,2014.0,12.0,31.0,93034,US,32.693,-103.213,1114.0,"LEA COUNTY REGIONAL AIRPORT, NM, US<br>Elevation: 1114.0 m"
722688,93034.0,2015-12-31,25.7,25.2,6.5,35.6,19.4,2015.0,12.0,31.0,93034,US,32.693,-103.213,1114.0,"LEA COUNTY REGIONAL AIRPORT, NM, US<br>Elevation: 1114.0 m"
722688,93034.0,2016-12-31,48.8,40.5,11.5,66.2,37.4,2016.0,12.0,31.0,93034,US,32.693,-103.213,1114.0,"LEA COUNTY REGIONAL AIRPORT, NM, US<br>Elevation: 1114.0 m"
722688,93034.0,2017-12-31,26.6,25.0,8.2,35.6,21.2,2017.0,12.0,31.0,93034,US,32.693,-103.213,1114.0,"LEA COUNTY REGIONAL AIRPORT, NM, US<br>Elevation: 1114.0 m"
722688,93034.0,2018-12-31,38.7,22.8,10.4,55.4,23.0,2018.0,12.0,31.0,93034,US,32.693,-103.213,1114.0,"LEA COUNTY REGIONAL AIRPORT, NM, US<br>Elevation: 1114.0 m"
722576,3902.0,2010-12-31,64.2,46.2,12.9,68.0,53.6,2010.0,12.0,31.0,3902,US,31.067,-97.833,309.4,"ROBERT GRAY AFF AIRPORT, TX, US<br>Elevation: 309.4 m"
722576,3902.0,2011-12-31,57.5,31.2,4.9,78.1,42.1,2011.0,12.0,31.0,3902,US,31.067,-97.833,309.4,"ROBERT GRAY AFF AIRPORT, TX, US<br>Elevation: 309.4 m"
722576,3902.0,2012-12-31,45.6,41.6,5.8,53.6,41.0,2012.0,12.0,31.0,3902,US,31.067,-97.833,309.4,"ROBERT GRAY AFF AIRPORT, TX, US<br>Elevation: 309.4 m"
722576,3902.0,2013-12-31,40.5,25.5,3.3,54.0,30.9,2013.0,12.0,31.0,3902,US,31.067,-97.833,309.4,"ROBERT GRAY AFF AIRPORT, TX, US<br>Elevation: 309.4 m"
722576,3902.0,2014-12-31,34.6,27.3,11.8,40.3,29.3,2014.0,12.0,31.0,3902,US,31.067,-97.833,309.4,"ROBERT GRAY AFF AIRPORT, TX, US<br>Elevation: 309.4 m"
722576,3902.0,2015-12-31,41.6,37.2,7.2,49.5,33.3,2015.0,12.0,31.0,3902,US,31.067,-97.833,309.4,"ROBERT GRAY AFF AIRPORT, TX, US<br>Elevation: 309.4 m"
722576,3902.0,2016-12-31,55.4,43.4,8.8,76.3,44.1,2016.0,12.0,31.0,3902,US,31.067,-97.833,309.4,"ROBERT GRAY AFF AIRPORT, TX, US<br>Elevation: 309.4 m"
722576,3902.0,2017-12-31,34.1,33.6,10.9,44.6,25.5,2017.0,12.0,31.0,3902,US,31.067,-97.833,309.4,"ROBERT GRAY AFF AIRPORT, TX, US<br>Elevation: 309.4 m"
722576,3902.0,2018-12-31,45.2,38.6,5.5,61.0,37.4,2018.0,12.0,31.0,3902,US,31.067,-97.833,309.4,"ROBERT GRAY AFF AIRPORT, TX, US<br>Elevation: 309.4 m"
722340,13865.0,2010-12-31,64.1,59.0,10.8,71.1,50.0,2010.0,12.0,31.0,13865,US,32.335,-88.744,89.6,"KEY FIELD AIRPORT, MS, US<br>Elevation: 89.6 m"
722340,13865.0,2011-12-31,47.8,38.7,2.3,70.0,32.0,2011.0,12.0,31.0,13865,US,32.335,-88.744,89.6,"KEY FIELD AIRPORT, MS, US<br>Elevation: 89.6 m"
722340,13865.0,2012-12-31,38.7,33.7,0.8,54.0,24.3,2012.0,12.0,31.0,13865,US,32.335,-88.744,89.6,"KEY FIELD AIRPORT, MS, US<br>Elevation: 89.6 m"
722340,13865.0,2013-12-31,41.5,35.4,5.7,50.0,36.0,2013.0,12.0,31.0,13865,US,32.335,-88.744,89.6,"KEY FIELD AIRPORT, MS, US<br>Elevation: 89.6 m"
722340,13865.0,2014-12-31,38.7,29.6,7.9,52.0,30.0,2014.0,12.0,31.0,13865,US,32.335,-88.744,89.6,"KEY FIELD AIRPORT, MS, US<br>Elevation: 89.6 m"
722340,13865.0,2015-12-31,50.4,42.2,9.5,55.9,44.1,2015.0,12.0,31.0,13865,US,32.335,-88.744,89.6,"KEY FIELD AIRPORT, MS, US<br>Elevation: 89.6 m"
722340,13865.0,2016-12-31,45.6,38.9,4.4,59.0,32.0,2016.0,12.0,31.0,13865,US,32.335,-88.744,89.6,"KEY FIELD AIRPORT, MS, US<br>Elevation: 89.6 m"
722340,13865.0,2017-12-31,39.7,36.6,6.8,52.0,29.1,2017.0,12.0,31.0,13865,US,32.335,-88.744,89.6,"KEY FIELD AIRPORT, MS, US<br>Elevation: 89.6 m"
722340,13865.0,2018-12-31,67.5,63.6,10.5,75.0,50.0,2018.0,12.0,31.0,13865,US,32.335,-88.744,89.6,"KEY FIELD AIRPORT, MS, US<br>Elevation: 89.6 m"
722362,93937.0,2010-12-31,65.3,50.1,11.7,70.2,52.0,2010.0,12.0,31.0,93937,US,33.167,-95.617,149.1,"SULPHUR SPRINGS MUNICIPAL AIRPORT, TX, US<br>Elevation: 149.1 m"
722362,93937.0,2011-12-31,50.6,37.8,5.1,69.8,35.6,2011.0,12.0,31.0,93937,US,33.167,-95.617,149.1,"SULPHUR SPRINGS MUNICIPAL AIRPORT, TX, US<br>Elevation: 149.1 m"
722362,93937.0,2012-12-31,42.9,33.0,5.7,46.4,39.2,2012.0,12.0,31.0,93937,US,33.167,-95.617,149.1,"SULPHUR SPRINGS MUNICIPAL AIRPORT, TX, US<br>Elevation: 149.1 m"
722362,93937.0,2013-12-31,38.0,22.9,3.3,54.7,26.4,2013.0,12.0,31.0,93937,US,33.167,-95.617,149.1,"SULPHUR SPRINGS MUNICIPAL AIRPORT, TX, US<br>Elevation: 149.1 m"
722362,93937.0,2014-12-31,36.9,27.7,6.8,41.5,34.0,2014.0,12.0,31.0,93937,US,33.167,-95.617,149.1,"SULPHUR SPRINGS MUNICIPAL AIRPORT, TX, US<br>Elevation: 149.1 m"
722362,93937.0,2015-12-31,42.4,35.1,1.0,51.8,34.0,2015.0,12.0,31.0,93937,US,33.167,-95.617,149.1,"SULPHUR SPRINGS MUNICIPAL AIRPORT, TX, US<br>Elevation: 149.1 m"
722362,93937.0,2016-12-31,55.0,37.1,11.0,69.6,48.7,2016.0,12.0,31.0,93937,US,33.167,-95.617,149.1,"SULPHUR SPRINGS MUNICIPAL AIRPORT, TX, US<br>Elevation: 149.1 m"
722362,93937.0,2017-12-31,33.4,30.1,10.9,39.2,27.9,2017.0,12.0,31.0,93937,US,33.167,-95.617,149.1,"SULPHUR SPRINGS MUNICIPAL AIRPORT, TX, US<br>Elevation: 149.1 m"
722362,93937.0,2018-12-31,46.1,41.8,7.2,57.0,41.2,2018.0,12.0,31.0,93937,US,33.167,-95.617,149.1,"SULPHUR SPRINGS MUNICIPAL AIRPORT, TX, US<br>Elevation: 149.1 m"
722268,13839.0,2010-12-31,60.8,50.1,8.1,75.0,50.0,2010.0,12.0,31.0,13839,US,31.317,-85.45,114.0,"DOTHAN REGIONAL AIRPORT, AL, US<br>Elevation: 114.0 m"
722268,13839.0,2011-12-31,60.8,52.2,3.8,69.8,53.6,2011.0,12.0,31.0,13839,US,31.317,-85.45,114.0,"DOTHAN REGIONAL AIRPORT, AL, US<br>Elevation: 114.0 m"
722268,13839.0,2012-12-31,43.9,34.7,2.6,61.0,32.0,2012.0,12.0,31.0,13839,US,31.317,-85.45,114.0,"DOTHAN REGIONAL AIRPORT, AL, US<br>Elevation: 114.0 m"
722268,13839.0,2013-12-31,47.9,43.2,5.2,51.1,44.6,2013.0,12.0,31.0,13839,US,31.317,-85.45,114.0,"DOTHAN REGIONAL AIRPORT, AL, US<br>Elevation: 114.0 m"
722268,13839.0,2014-12-31,46.7,43.5,6.2,51.1,39.9,2014.0,12.0,31.0,13839,US,31.317,-85.45,114.0,"DOTHAN REGIONAL AIRPORT, AL, US<br>Elevation: 114.0 m"
722268,13839.0,2015-12-31,63.9,62.8,5.1,69.1,57.0,2015.0,12.0,31.0,13839,US,31.317,-85.45,114.0,"DOTHAN REGIONAL AIRPORT, AL, US<br>Elevation: 114.0 m"
722268,13839.0,2016-12-31,45.2,34.3,4.2,55.0,35.1,2016.0,12.0,31.0,13839,US,31.317,-85.45,114.0,"DOTHAN REGIONAL AIRPORT, AL, US<br>Elevation: 114.0 m"
722268,13839.0,2017-12-31,44.4,41.3,5.4,60.1,34.0,2017.0,12.0,31.0,13839,US,31.317,-85.45,114.0,"DOTHAN REGIONAL AIRPORT, AL, US<br>Elevation: 114.0 m"
722268,13839.0,2018-12-31,69.4,64.3,9.9,78.1,64.0,2018.0,12.0,31.0,13839,US,31.317,-85.45,114.0,"DOTHAN REGIONAL AIRPORT, AL, US<br>Elevation: 114.0 m"
722198,63819.0,2010-12-31,39.1,31.9,1.0,55.4,28.4,2010.0,12.0,31.0,63819,US,36.2,-81.65,910.4,"BOONE, NC, US<br>Elevation: 910.4 m"
722198,63819.0,2011-12-31,43.1,36.2,9.3,46.4,39.2,2011.0,12.0,31.0,63819,US,36.2,-81.65,910.4,"BOONE, NC, US<br>Elevation: 910.4 m"
722198,63819.0,2012-12-31,30.5,11.9,5.9,43.0,20.7,2012.0,12.0,31.0,63819,US,36.2,-81.65,910.4,"BOONE, NC, US<br>Elevation: 910.4 m"
722198,63819.0,2013-12-31,30.1,23.3,14.3,32.2,26.1,2013.0,12.0,31.0,63819,US,36.2,-81.65,910.4,"BOONE, NC, US<br>Elevation: 910.4 m"
722198,63819.0,2014-12-31,27.6,19.8,2.1,32.0,24.4,2014.0,12.0,31.0,63819,US,36.2,-81.65,910.4,"BOONE, NC, US<br>Elevation: 910.4 m"
722198,63819.0,2015-12-31,49.7,46.8,8.8,55.4,43.0,2015.0,12.0,31.0,63819,US,36.2,-81.65,910.4,"BOONE, NC, US<br>Elevation: 910.4 m"
722198,63819.0,2016-12-31,28.4,14.0,2.0,39.7,19.0,2016.0,12.0,31.0,63819,US,36.2,-81.65,910.4,"BOONE, NC, US<br>Elevation: 910.4 m"
722198,63819.0,2017-12-31,20.9,15.1,9.9,32.0,14.0,2017.0,12.0,31.0,63819,US,36.2,-81.65,910.4,"BOONE, NC, US<br>Elevation: 910.4 m"
722198,63819.0,2018-12-31,45.7,44.9,2.6,57.6,37.0,2018.0,12.0,31.0,63819,US,36.2,-81.65,910.4,"BOONE, NC, US<br>Elevation: 910.4 m"
722168,4960.0,2010-12-31,13.5,9.8,13.0,35.6,3.2,2010.0,12.0,31.0,4960,US,44.779,-95.033,328.0,"OLIVIA REGIONAL AIRPORT, MN, US<br>Elevation: 328.0 m"
722168,4960.0,2011-12-31,34.4,32.4,7.2,41.0,32.0,2011.0,12.0,31.0,4960,US,44.779,-95.033,328.0,"OLIVIA REGIONAL AIRPORT, MN, US<br>Elevation: 328.0 m"
722168,4960.0,2012-12-31,13.0,6.5,10.6,21.2,1.4,2012.0,12.0,31.0,4960,US,44.779,-95.033,328.0,"OLIVIA REGIONAL AIRPORT, MN, US<br>Elevation: 328.0 m"
722168,4960.0,2013-12-31,-2.3,-8.3,5.2,1.4,-7.6,2013.0,12.0,31.0,4960,US,44.779,-95.033,328.0,"OLIVIA REGIONAL AIRPORT, MN, US<br>Elevation: 328.0 m"
722168,4960.0,2014-12-31,1.2,-5.3,10.6,14.0,-5.8,2014.0,12.0,31.0,4960,US,44.779,-95.033,328.0,"OLIVIA REGIONAL AIRPORT, MN, US<br>Elevation: 328.0 m"
722168,4960.0,2015-12-31,13.7,9.2,6.9,21.2,1.4,2015.0,12.0,31.0,4960,US,44.779,-95.033,328.0,"OLIVIA REGIONAL AIRPORT, MN, US<br>Elevation: 328.0 m"
722168,4960.0,2016-12-31,25.5,20.4,11.7,32.0,15.8,2016.0,12.0,31.0,4960,US,44.779,-95.033,328.0,"OLIVIA REGIONAL AIRPORT, MN, US<br>Elevation: 328.0 m"
722168,4960.0,2017-12-31,-12.1,-19.9,8.4,-7.6,-22.0,2017.0,12.0,31.0,4960,US,44.779,-95.033,328.0,"OLIVIA REGIONAL AIRPORT, MN, US<br>Elevation: 328.0 m"
722168,4960.0,2018-12-31,27.3,25.7,11.1,32.0,10.4,2018.0,12.0,31.0,4960,US,44.779,-95.033,328.0,"OLIVIA REGIONAL AIRPORT, MN, US<br>Elevation: 328.0 m"
722143,53975.0,2010-12-31,62.3,48.8,11.2,66.7,51.1,2010.0,12.0,31.0,53975,US,32.579,-96.719,152.7,"LANCASTER AIRPORT, TX, US<br>Elevation: 152.7 m"
722143,53975.0,2011-12-31,47.4,37.1,3.0,69.8,32.0,2011.0,12.0,31.0,53975,US,32.579,-96.719,152.7,"LANCASTER AIRPORT, TX, US<br>Elevation: 152.7 m"
722143,53975.0,2012-12-31,41.0,36.1,4.8,46.4,37.4,2012.0,12.0,31.0,53975,US,32.579,-96.719,152.7,"LANCASTER AIRPORT, TX, US<br>Elevation: 152.7 m"
722143,53975.0,2013-12-31,34.8,23.5,2.4,52.0,23.7,2013.0,12.0,31.0,53975,US,32.579,-96.719,152.7,"LANCASTER AIRPORT, TX, US<br>Elevation: 152.7 m"
722143,53975.0,2014-12-31,37.4,26.4,7.4,42.8,32.9,2014.0,12.0,31.0,53975,US,32.579,-96.719,152.7,"LANCASTER AIRPORT, TX, US<br>Elevation: 152.7 m"
